,YYYY,State,COUNTY,FIPS_State,FIPS_County,FIPS_Combined,SubstanceName,DrugReports,TotalDrugReportsCounty,TotalDrugReportsState
0,2010,PA,ADAMS,42,1,42001,Methadone,2,334,89981
1,2010,PA,ALLEGHENY,42,3,42003,Hydromorphone,5,8500,89981
2,2010,PA,ARMSTRONG,42,5,42005,Dextropropoxyphene,1,344,89981
3,2010,PA,BEDFORD,42,9,42009,Hydrocodone,3,150,89981
4,2010,PA,BERKS,42,11,42011,Morphine,5,2146,89981
5,2010,PA,BUCKS,42,17,42017,Hydromorphone,5,6140,89981
6,2010,PA,BUCKS,42,17,42017,Methadone,32,6140,89981
7,2010,PA,BUTLER,42,19,42019,Oxycodone,9,310,89981
8,2010,PA,BUTLER,42,19,42019,Oxymorphone,2,310,89981
9,2010,PA,CAMBRIA,42,21,42021,Oxycodone,44,483,89981
10,2010,PA,CAMERON,42,23,42023,Heroin,1,7,89981
11,2010,PA,CAMERON,42,23,42023,Oxycodone,2,7,89981
12,2010,PA,CARBON,42,25,42025,Heroin,20,209,89981
13,2010,PA,CARBON,42,25,42025,Propoxyphene,1,209,89981
14,2010,PA,CHESTER,42,29,42029,Heroin,95,1979,89981
15,2010,PA,CLARION,42,31,42031,Heroin,35,221,89981
16,2010,PA,CLEARFIELD,42,33,42033,Buprenorphine,11,218,89981
17,2010,PA,COLUMBIA,42,37,42037,Fentanyl,1,131,89981
18,2010,PA,COLUMBIA,42,37,42037,Heroin,29,131,89981
19,2010,PA,CRAWFORD,42,39,42039,Dihydromorphone,1,433,89981
20,2010,PA,CRAWFORD,42,39,42039,Fentanyl,2,433,89981
21,2010,PA,CRAWFORD,42,39,42039,Propoxyphene,2,433,89981
22,2010,PA,DAUPHIN,42,43,42043,Codeine,3,2575,89981
23,2010,PA,DELAWARE,42,45,42045,Buprenorphine,97,4534,89981
24,2010,PA,DELAWARE,42,45,42045,Hydrocodone,61,4534,89981
25,2010,PA,ERIE,42,49,42049,Methadone,2,1570,89981
26,2010,PA,ADAMS,42,1,42001,Oxymorphone,1,334,89981
27,2010,PA,ALLEGHENY,42,3,42003,Fentanyl,3,8500,89981
28,2010,PA,ALLEGHENY,42,3,42003,Morphine,20,8500,89981
29,2010,PA,BEAVER,42,7,42007,Codeine,2,625,89981
30,2010,PA,BEAVER,42,7,42007,Oxymorphone,2,625,89981
31,2010,PA,BEDFORD,42,9,42009,Buprenorphine,6,150,89981
32,2010,PA,BUCKS,42,17,42017,Codeine,13,6140,89981
33,2010,PA,CAMERON,42,23,42023,Buprenorphine,1,7,89981
34,2010,PA,CENTRE,42,27,42027,Buprenorphine,11,1028,89981
35,2010,PA,CHESTER,42,29,42029,Hydrocodone,23,1979,89981
36,2010,PA,CHESTER,42,29,42029,Oxycodone,82,1979,89981
37,2010,PA,CLEARFIELD,42,33,42033,Oxycodone,13,218,89981
38,2010,PA,CLEARFIELD,42,33,42033,Oxymorphone,1,218,89981
39,2010,PA,CLINTON,42,35,42035,Oxycodone,1,118,89981
40,2010,PA,CRAWFORD,42,39,42039,Morphine,12,433,89981
41,2010,PA,CRAWFORD,42,39,42039,Tramadol,1,433,89981
42,2010,PA,DAUPHIN,42,43,42043,Fentanyl,1,2575,89981
43,2010,PA,DAUPHIN,42,43,42043,Hydromorphone,2,2575,89981
44,2010,PA,DAUPHIN,42,43,42043,Morphine,12,2575,89981
45,2010,PA,DELAWARE,42,45,42045,Tramadol,1,4534,89981
46,2010,PA,ERIE,42,49,42049,Codeine,5,1570,89981
47,2010,PA,ALLEGHENY,42,3,42003,Oxycodone,280,8500,89981
48,2010,PA,ALLEGHENY,42,3,42003,Propoxyphene,10,8500,89981
49,2010,PA,ARMSTRONG,42,5,42005,Oxycodone,4,344,89981
