,YYYY,State,COUNTY,FIPS_State,FIPS_County,FIPS_Combined,SubstanceName,DrugReports,TotalDrugReportsCounty,TotalDrugReportsState
2951,2016,PA,ADAMS,42,1,42001,Fentanyl,12,475,72376
2952,2016,PA,ADAMS,42,1,42001,Heroin,42,475,72376
2953,2016,PA,ADAMS,42,1,42001,Propoxyphene,1,475,72376
2964,2016,PA,ADAMS,42,1,42001,Hydrocodone,1,475,72376
2965,2016,PA,ADAMS,42,1,42001,Oxycodone,19,475,72376
2966,2016,PA,ALLEGHENY,42,3,42003,Oxycodone,183,9025,72376
2967,2016,PA,ALLEGHENY,42,3,42003,Oxymorphone,19,9025,72376
2978,2016,PA,ADAMS,42,1,42001,Oxymorphone,2,475,72376
2979,2016,PA,ADAMS,42,1,42001,Tramadol,2,475,72376
2980,2016,PA,ALLEGHENY,42,3,42003,Butyryl fentanyl,1,9025,72376
2981,2016,PA,ALLEGHENY,42,3,42003,cis-3-methylfentanyl,14,9025,72376
2982,2016,PA,ALLEGHENY,42,3,42003,Valeryl fentanyl,4,9025,72376
2983,2016,PA,BEAVER,42,7,42007,Carfentanil,4,748,72376
2984,2016,PA,BERKS,42,11,42011,Hydromorphone,2,2780,72376
2985,2016,PA,BERKS,42,11,42011,Valeryl fentanyl,1,2780,72376
2986,2016,PA,BRADFORD,42,15,42015,Fentanyl,18,219,72376
2987,2016,PA,BRADFORD,42,15,42015,Heroin,61,219,72376
2998,2016,PA,ALLEGHENY,42,3,42003,Fentanyl,770,9025,72376
2999,2016,PA,ALLEGHENY,42,3,42003,Hydromorphone,6,9025,72376
3000,2016,PA,ALLEGHENY,42,3,42003,Tramadol,38,9025,72376
3001,2016,PA,ALLEGHENY,42,3,42003,U-47700,19,9025,72376
3002,2016,PA,ARMSTRONG,42,5,42005,Heroin,119,271,72376
3003,2016,PA,BEAVER,42,7,42007,Oxycodone,10,748,72376
3004,2016,PA,BEAVER,42,7,42007,Oxymorphone,1,748,72376
3005,2016,PA,BEDFORD,42,9,42009,Fentanyl,4,144,72376
3006,2016,PA,BERKS,42,11,42011,4-Fluoroisobutyryl fentanyl,2,2780,72376
3007,2016,PA,BERKS,42,11,42011,Codeine,1,2780,72376
3008,2016,PA,BERKS,42,11,42011,Hydrocodone,6,2780,72376
3009,2016,PA,BLAIR,42,13,42013,4-Fluoroisobutyryl fentanyl,2,499,72376
3010,2016,PA,BLAIR,42,13,42013,Oxycodone,11,499,72376
3011,2016,PA,BLAIR,42,13,42013,Oxymorphone,1,499,72376
3012,2016,PA,BRADFORD,42,15,42015,Furanyl fentanyl,4,219,72376
3023,2016,PA,ADAMS,42,1,42001,Morphine,6,475,72376
3024,2016,PA,ALLEGHENY,42,3,42003,4-Fluoroisobutyryl fentanyl,4,9025,72376
3025,2016,PA,ALLEGHENY,42,3,42003,Hydrocodone,78,9025,72376
3026,2016,PA,ALLEGHENY,42,3,42003,Morphine,13,9025,72376
3027,2016,PA,ALLEGHENY,42,3,42003,trans-3-Methylfentanyl,14,9025,72376
3028,2016,PA,ARMSTRONG,42,5,42005,Furanyl fentanyl,3,271,72376
3029,2016,PA,BEAVER,42,7,42007,3-Methylfentanyl,7,748,72376
3030,2016,PA,BEAVER,42,7,42007,Codeine,1,748,72376
3031,2016,PA,BEAVER,42,7,42007,Furanyl fentanyl,1,748,72376
3032,2016,PA,BEAVER,42,7,42007,Morphine,5,748,72376
3033,2016,PA,BERKS,42,11,42011,Fentanyl,106,2780,72376
3034,2016,PA,BERKS,42,11,42011,Heroin,464,2780,72376
3035,2016,PA,BLAIR,42,13,42013,Furanyl fentanyl,10,499,72376
3036,2016,PA,BRADFORD,42,15,42015,4-Fluoroisobutyryl fentanyl,1,219,72376
3037,2016,PA,BRADFORD,42,15,42015,Morphine,1,219,72376
3038,2016,PA,BUCKS,42,17,42017,Furanyl fentanyl,1,447,72376
3039,2016,PA,CAMBRIA,42,21,42021,Codeine,1,721,72376
3040,2016,PA,CENTRE,42,27,42027,Buprenorphine,32,533,72376
3041,2016,PA,CENTRE,42,27,42027,Codeine,1,533,72376
3042,2016,PA,CENTRE,42,27,42027,Furanyl fentanyl,2,533,72376
3071,2016,PA,ALLEGHENY,42,3,42003,Acetyl fentanyl,36,9025,72376
3072,2016,PA,ARMSTRONG,42,5,42005,Oxycodone,4,271,72376
3073,2016,PA,ARMSTRONG,42,5,42005,Oxymorphone,6,271,72376
3074,2016,PA,BEAVER,42,7,42007,Heroin,208,748,72376
3075,2016,PA,BEDFORD,42,9,42009,Hydromorphone,1,144,72376
3076,2016,PA,BERKS,42,11,42011,Furanyl fentanyl,8,2780,72376
3077,2016,PA,BERKS,42,11,42011,Oxycodone,39,2780,72376
3078,2016,PA,BLAIR,42,13,42013,Heroin,152,499,72376
3079,2016,PA,BLAIR,42,13,42013,Methadone,2,499,72376
3080,2016,PA,BRADFORD,42,15,42015,Hydrocodone,1,219,72376
3081,2016,PA,BUCKS,42,17,42017,Heroin,76,447,72376
3082,2016,PA,BUTLER,42,19,42019,Heroin,140,400,72376
3083,2016,PA,CAMBRIA,42,21,42021,Hydrocodone,5,721,72376
3084,2016,PA,CAMBRIA,42,21,42021,Methorphan,1,721,72376
3085,2016,PA,CAMBRIA,42,21,42021,Oxycodone,21,721,72376
3086,2016,PA,CAMBRIA,42,21,42021,Oxymorphone,1,721,72376
3087,2016,PA,CENTRE,42,27,42027,Methadone,1,533,72376
3088,2016,PA,CHESTER,42,29,42029,Codeine,2,1521,72376
3089,2016,PA,CHESTER,42,29,42029,Hydrocodone,13,1521,72376
3090,2016,PA,ALLEGHENY,42,3,42003,Carfentanil,4,9025,72376
3091,2016,PA,BEDFORD,42,9,42009,Buprenorphine,5,144,72376
3092,2016,PA,BEDFORD,42,9,42009,Hydrocodone,2,144,72376
3093,2016,PA,BEDFORD,42,9,42009,Morphine,1,144,72376
3094,2016,PA,BERKS,42,11,42011,Methadone,3,2780,72376
3095,2016,PA,BLAIR,42,13,42013,Valeryl fentanyl,1,499,72376
3096,2016,PA,BUTLER,42,19,42019,Acetyl fentanyl,1,400,72376
3097,2016,PA,BUTLER,42,19,42019,Fentanyl,28,400,72376
3098,2016,PA,BUTLER,42,19,42019,Furanyl fentanyl,4,400,72376
3099,2016,PA,BUTLER,42,19,42019,Oxycodone,3,400,72376
3100,2016,PA,CAMBRIA,42,21,42021,3-Methylfentanyl,1,721,72376
3101,2016,PA,CAMBRIA,42,21,42021,Tramadol,3,721,72376
3102,2016,PA,CARBON,42,25,42025,3-Methylfentanyl,4,213,72376
3103,2016,PA,CARBON,42,25,42025,Buprenorphine,1,213,72376
3104,2016,PA,CARBON,42,25,42025,Hydrocodone,1,213,72376
3105,2016,PA,CARBON,42,25,42025,p-Fluorobutyryl fentanyl,1,213,72376
3106,2016,PA,CARBON,42,25,42025,Tramadol,2,213,72376
3107,2016,PA,CHESTER,42,29,42029,Morphine,5,1521,72376
3108,2016,PA,CHESTER,42,29,42029,Oxymorphone,4,1521,72376
3109,2016,PA,CLARION,42,31,42031,Oxycodone,1,125,72376
3110,2016,PA,CLINTON,42,35,42035,Heroin,11,155,72376
3111,2016,PA,CLINTON,42,35,42035,U-47700,1,155,72376
3112,2016,PA,COLUMBIA,42,37,42037,Oxycodone,6,392,72376
3113,2016,PA,BEAVER,42,7,42007,U-47700,13,748,72376
3114,2016,PA,BEDFORD,42,9,42009,Heroin,23,144,72376
3115,2016,PA,BERKS,42,11,42011,Buprenorphine,9,2780,72376
3116,2016,PA,BLAIR,42,13,42013,U-47700,7,499,72376
3117,2016,PA,BRADFORD,42,15,42015,Oxycodone,6,219,72376
3118,2016,PA,BUTLER,42,19,42019,Buprenorphine,5,400,72376
3119,2016,PA,CAMBRIA,42,21,42021,Buprenorphine,19,721,72376
3120,2016,PA,CAMBRIA,42,21,42021,Carfentanil,1,721,72376
3121,2016,PA,CAMBRIA,42,21,42021,U-47700,5,721,72376
3122,2016,PA,CARBON,42,25,42025,Oxycodone,9,213,72376
3123,2016,PA,CENTRE,42,27,42027,Heroin,32,533,72376
3124,2016,PA,CHESTER,42,29,42029,3-Methylfentanyl,8,1521,72376
3125,2016,PA,CHESTER,42,29,42029,Tramadol,8,1521,72376
3126,2016,PA,CLEARFIELD,42,33,42033,Hydrocodone,1,178,72376
3127,2016,PA,CLINTON,42,35,42035,Hydrocodone,6,155,72376
3128,2016,PA,CLINTON,42,35,42035,Tramadol,1,155,72376
3129,2016,PA,CRAWFORD,42,39,42039,Oxycodone,13,645,72376
3130,2016,PA,CRAWFORD,42,39,42039,Oxymorphone,2,645,72376
3131,2016,PA,DAUPHIN,42,43,42043,Oxycodone,34,2178,72376
3132,2016,PA,DAUPHIN,42,43,42043,Oxymorphone,1,2178,72376
3133,2016,PA,DELAWARE,42,45,42045,3-Methylfentanyl,67,5364,72376
3145,2016,PA,ADAMS,42,1,42001,Buprenorphine,7,475,72376
3146,2016,PA,ALLEGHENY,42,3,42003,Buprenorphine,293,9025,72376
3147,2016,PA,ALLEGHENY,42,3,42003,Codeine,8,9025,72376
3148,2016,PA,ALLEGHENY,42,3,42003,Furanyl fentanyl,45,9025,72376
3149,2016,PA,ALLEGHENY,42,3,42003,Levorphanol,1,9025,72376
3150,2016,PA,ALLEGHENY,42,3,42003,Propoxyphene,2,9025,72376
3151,2016,PA,ARMSTRONG,42,5,42005,Buprenorphine,12,271,72376
3152,2016,PA,ARMSTRONG,42,5,42005,Hydrocodone,1,271,72376
3153,2016,PA,BEAVER,42,7,42007,Buprenorphine,9,748,72376
3154,2016,PA,BEAVER,42,7,42007,Hydrocodone,2,748,72376
3155,2016,PA,BERKS,42,11,42011,Oxymorphone,1,2780,72376
3156,2016,PA,BERKS,42,11,42011,U-47700,1,2780,72376
3157,2016,PA,BLAIR,42,13,42013,Buprenorphine,19,499,72376
3158,2016,PA,BLAIR,42,13,42013,Fentanyl,28,499,72376
3159,2016,PA,BLAIR,42,13,42013,Hydrocodone,6,499,72376
3160,2016,PA,BLAIR,42,13,42013,Tramadol,3,499,72376
3161,2016,PA,BRADFORD,42,15,42015,Buprenorphine,7,219,72376
3162,2016,PA,BUCKS,42,17,42017,Buprenorphine,2,447,72376
3163,2016,PA,BUCKS,42,17,42017,Hydrocodone,1,447,72376
3165,2016,PA,ADAMS,42,1,42001,Furanyl fentanyl,5,475,72376
3166,2016,PA,ADAMS,42,1,42001,Hydromorphone,1,475,72376
3167,2016,PA,ADAMS,42,1,42001,Methadone,4,475,72376
3168,2016,PA,ALLEGHENY,42,3,42003,Heroin,3400,9025,72376
3169,2016,PA,ALLEGHENY,42,3,42003,Methadone,14,9025,72376
3170,2016,PA,ALLEGHENY,42,3,42003,p-methoxybutyryl fentanyl,1,9025,72376
3171,2016,PA,ARMSTRONG,42,5,42005,Fentanyl,28,271,72376
3172,2016,PA,ARMSTRONG,42,5,42005,Hydromorphone,1,271,72376
3173,2016,PA,ARMSTRONG,42,5,42005,Morphine,1,271,72376
3174,2016,PA,BEAVER,42,7,42007,Acetyl fentanyl,2,748,72376
3175,2016,PA,BEAVER,42,7,42007,Fentanyl,80,748,72376
3176,2016,PA,BEDFORD,42,9,42009,Oxycodone,2,144,72376
3177,2016,PA,BERKS,42,11,42011,3-Methylfentanyl,3,2780,72376
3178,2016,PA,BERKS,42,11,42011,Morphine,1,2780,72376
3179,2016,PA,BERKS,42,11,42011,Tramadol,9,2780,72376
3180,2016,PA,BLAIR,42,13,42013,Acetyl fentanyl,2,499,72376
3181,2016,PA,BLAIR,42,13,42013,Morphine,7,499,72376
3182,2016,PA,BUCKS,42,17,42017,Fentanyl,6,447,72376
3183,2016,PA,BUCKS,42,17,42017,Morphine,1,447,72376
3184,2016,PA,BUTLER,42,19,42019,3-Methylfentanyl,7,400,72376
3185,2016,PA,CAMBRIA,42,21,42021,Acetyl fentanyl,3,721,72376
3186,2016,PA,CARBON,42,25,42025,Heroin,37,213,72376
3187,2016,PA,CENTRE,42,27,42027,Oxycodone,12,533,72376
3188,2016,PA,CHESTER,42,29,42029,Buprenorphine,21,1521,72376
3189,2016,PA,CHESTER,42,29,42029,U-47700,1,1521,72376
3190,2016,PA,CLARION,42,31,42031,Hydrocodone,1,125,72376
3191,2016,PA,CLEARFIELD,42,33,42033,Fentanyl,1,178,72376
3192,2016,PA,CLINTON,42,35,42035,Fentanyl,5,155,72376
3193,2016,PA,CLINTON,42,35,42035,Furanyl fentanyl,2,155,72376
3194,2016,PA,CHESTER,42,29,42029,Oxycodone,79,1521,72376
3195,2016,PA,CLARION,42,31,42031,Buprenorphine,2,125,72376
3196,2016,PA,CLARION,42,31,42031,Morphine,2,125,72376
3197,2016,PA,CLINTON,42,35,42035,Oxycodone,5,155,72376
3198,2016,PA,COLUMBIA,42,37,42037,Buprenorphine,3,392,72376
3199,2016,PA,CRAWFORD,42,39,42039,Fentanyl,47,645,72376
3200,2016,PA,CRAWFORD,42,39,42039,U-47700,1,645,72376
3201,2016,PA,DAUPHIN,42,43,42043,Fentanyl,65,2178,72376
3202,2016,PA,DAUPHIN,42,43,42043,Hydrocodone,9,2178,72376
3203,2016,PA,DAUPHIN,42,43,42043,Tramadol,12,2178,72376
3204,2016,PA,DELAWARE,42,45,42045,Codeine,10,5364,72376
3205,2016,PA,DELAWARE,42,45,42045,Hydrocodone,24,5364,72376
3206,2016,PA,DELAWARE,42,45,42045,Methadone,14,5364,72376
3207,2016,PA,DELAWARE,42,45,42045,Methorphan,7,5364,72376
3208,2016,PA,DELAWARE,42,45,42045,Tramadol,14,5364,72376
3209,2016,PA,ERIE,42,49,42049,Oxycodone,20,1387,72376
3210,2016,PA,ERIE,42,49,42049,Oxymorphone,3,1387,72376
3211,2016,PA,FAYETTE,42,51,42051,Oxycodone,25,825,72376
3212,2016,PA,FAYETTE,42,51,42051,Oxymorphone,5,825,72376
3213,2016,PA,FRANKLIN,42,55,42055,Oxycodone,22,407,72376
3214,2016,PA,FRANKLIN,42,55,42055,Oxymorphone,2,407,72376
3215,2016,PA,DELAWARE,42,45,42045,Hydromorphone,4,5364,72376
3216,2016,PA,ELK,42,47,42047,Buprenorphine,2,82,72376
3217,2016,PA,ELK,42,47,42047,Hydrocodone,1,82,72376
3218,2016,PA,ELK,42,47,42047,Morphine,1,82,72376
3219,2016,PA,ERIE,42,49,42049,Carfentanil,1,1387,72376
3220,2016,PA,FAYETTE,42,51,42051,4-Fluoroisobutyryl fentanyl,1,825,72376
3221,2016,PA,FAYETTE,42,51,42051,Buprenorphine,53,825,72376
3222,2016,PA,FAYETTE,42,51,42051,Codeine,1,825,72376
3223,2016,PA,FAYETTE,42,51,42051,Morphine,5,825,72376
3224,2016,PA,FOREST,42,53,42053,Buprenorphine,2,14,72376
3225,2016,PA,FOREST,42,53,42053,Morphine,1,14,72376
3226,2016,PA,FRANKLIN,42,55,42055,3-Methylfentanyl,2,407,72376
3227,2016,PA,FRANKLIN,42,55,42055,4-Fluoroisobutyryl fentanyl,3,407,72376
3228,2016,PA,FRANKLIN,42,55,42055,Buprenorphine,14,407,72376
3229,2016,PA,FRANKLIN,42,55,42055,Codeine,1,407,72376
3230,2016,PA,FRANKLIN,42,55,42055,Hydrocodone,2,407,72376
3231,2016,PA,FRANKLIN,42,55,42055,Morphine,12,407,72376
3232,2016,PA,INDIANA,42,63,42063,Buprenorphine,4,298,72376
3233,2016,PA,INDIANA,42,63,42063,Hydrocodone,2,298,72376
