,YYYY,State,COUNTY,FIPS_State,FIPS_County,FIPS_Combined,SubstanceName,DrugReports,TotalDrugReportsCounty,TotalDrugReportsState
1441,2013,PA,ADAMS,42,1,42001,Oxymorphone,2,308,72096
1442,2013,PA,ALLEGHENY,42,3,42003,Oxycodone,249,8585,72096
1443,2013,PA,ALLEGHENY,42,3,42003,Oxymorphone,19,8585,72096
1444,2013,PA,BEAVER,42,7,42007,Fentanyl,1,501,72096
1445,2013,PA,BEAVER,42,7,42007,Heroin,161,501,72096
1446,2013,PA,BERKS,42,11,42011,Oxycodone,35,2634,72096
1447,2013,PA,BLAIR,42,13,42013,Heroin,159,407,72096
1448,2013,PA,BLAIR,42,13,42013,Methadone,2,407,72096
1449,2013,PA,BRADFORD,42,15,42015,Fentanyl,4,284,72096
1450,2013,PA,BRADFORD,42,15,42015,Heroin,26,284,72096
1451,2013,PA,BUCKS,42,17,42017,Heroin,119,643,72096
1452,2013,PA,BUTLER,42,19,42019,Buprenorphine,8,296,72096
1453,2013,PA,CAMBRIA,42,21,42021,Hydrocodone,9,837,72096
1454,2013,PA,CAMERON,42,23,42023,Hydrocodone,2,74,72096
1465,2013,PA,ADAMS,42,1,42001,Morphine,5,308,72096
1466,2013,PA,ALLEGHENY,42,3,42003,Hydrocodone,154,8585,72096
1467,2013,PA,ALLEGHENY,42,3,42003,Tramadol,20,8585,72096
1468,2013,PA,BEDFORD,42,9,42009,Methadone,2,197,72096
1469,2013,PA,BERKS,42,11,42011,Heroin,415,2634,72096
1470,2013,PA,BLAIR,42,13,42013,Codeine,1,407,72096
1471,2013,PA,BRADFORD,42,15,42015,Hydrocodone,10,284,72096
1472,2013,PA,BUTLER,42,19,42019,Heroin,115,296,72096
1473,2013,PA,CARBON,42,25,42025,Hydrocodone,12,349,72096
1474,2013,PA,CARBON,42,25,42025,Tramadol,1,349,72096
1475,2013,PA,CENTRE,42,27,42027,Codeine,1,504,72096
1476,2013,PA,CENTRE,42,27,42027,Methadone,2,504,72096
1477,2013,PA,CHESTER,42,29,42029,Morphine,2,1436,72096
1485,2013,PA,ALLEGHENY,42,3,42003,Codeine,6,8585,72096
1486,2013,PA,ARMSTRONG,42,5,42005,Oxycodone,5,148,72096
1487,2013,PA,ARMSTRONG,42,5,42005,Oxymorphone,2,148,72096
1488,2013,PA,BEAVER,42,7,42007,Buprenorphine,4,501,72096
1489,2013,PA,BEDFORD,42,9,42009,Hydrocodone,8,197,72096
1490,2013,PA,BEDFORD,42,9,42009,Tramadol,1,197,72096
1491,2013,PA,BRADFORD,42,15,42015,Codeine,1,284,72096
1492,2013,PA,BUCKS,42,17,42017,Oxycodone,18,643,72096
1493,2013,PA,BUTLER,42,19,42019,Hydrocodone,1,296,72096
1494,2013,PA,BUTLER,42,19,42019,Oxycodone,4,296,72096
1495,2013,PA,CAMBRIA,42,21,42021,Oxycodone,50,837,72096
1496,2013,PA,CAMBRIA,42,21,42021,Oxymorphone,8,837,72096
1497,2013,PA,CAMERON,42,23,42023,Tramadol,1,74,72096
1498,2013,PA,CENTRE,42,27,42027,Hydrocodone,9,504,72096
1499,2013,PA,CENTRE,42,27,42027,Tramadol,4,504,72096
1500,2013,PA,CHESTER,42,29,42029,Heroin,239,1436,72096
1516,2013,PA,ALLEGHENY,42,3,42003,Hydromorphone,5,8585,72096
1517,2013,PA,ALLEGHENY,42,3,42003,Morphine,18,8585,72096
1518,2013,PA,ARMSTRONG,42,5,42005,Buprenorphine,2,148,72096
1519,2013,PA,BEDFORD,42,9,42009,Heroin,18,197,72096
1520,2013,PA,BERKS,42,11,42011,Buprenorphine,9,2634,72096
1521,2013,PA,BERKS,42,11,42011,Codeine,7,2634,72096
1522,2013,PA,BLAIR,42,13,42013,Buprenorphine,10,407,72096
1523,2013,PA,BUCKS,42,17,42017,Buprenorphine,6,643,72096
1524,2013,PA,CHESTER,42,29,42029,Oxycodone,100,1436,72096
1537,2013,PA,ADAMS,42,1,42001,Heroin,20,308,72096
1538,2013,PA,ADAMS,42,1,42001,Oxycodone,23,308,72096
1539,2013,PA,ALLEGHENY,42,3,42003,Buprenorphine,234,8585,72096
1540,2013,PA,ARMSTRONG,42,5,42005,Hydrocodone,3,148,72096
1541,2013,PA,BEDFORD,42,9,42009,Buprenorphine,8,197,72096
1542,2013,PA,BEDFORD,42,9,42009,Morphine,1,197,72096
1543,2013,PA,BERKS,42,11,42011,Morphine,2,2634,72096
1558,2013,PA,ALLEGHENY,42,3,42003,Propoxyphene,1,8585,72096
1559,2013,PA,ARMSTRONG,42,5,42005,Methadone,3,148,72096
1560,2013,PA,BEAVER,42,7,42007,Hydrocodone,1,501,72096
1580,2013,PA,ADAMS,42,1,42001,Hydromorphone,2,308,72096
1581,2013,PA,ADAMS,42,1,42001,Methadone,1,308,72096
1582,2013,PA,ARMSTRONG,42,5,42005,Morphine,1,148,72096
1583,2013,PA,BEAVER,42,7,42007,Morphine,2,501,72096
1584,2013,PA,BEDFORD,42,9,42009,Fentanyl,1,197,72096
1585,2013,PA,BEDFORD,42,9,42009,Oxycodone,7,197,72096
1586,2013,PA,BERKS,42,11,42011,Hydrocodone,13,2634,72096
1587,2013,PA,BLAIR,42,13,42013,Morphine,10,407,72096
