,YYYY,State,COUNTY,FIPS_State,FIPS_County,FIPS_Combined,SubstanceName,DrugReports,TotalDrugReportsCounty,TotalDrugReportsState
414,2011,PA,ADAMS,42,1,42001,Oxycodone,25,297,86793
415,2011,PA,ALLEGHENY,42,3,42003,Hydromorphone,14,8004,86793
416,2011,PA,BEDFORD,42,9,42009,Hydrocodone,3,158,86793
428,2011,PA,ALLEGHENY,42,3,42003,Oxycodone,317,8004,86793
429,2011,PA,ALLEGHENY,42,3,42003,Oxymorphone,48,8004,86793
430,2011,PA,ARMSTRONG,42,5,42005,Oxycodone,9,406,86793
431,2011,PA,ARMSTRONG,42,5,42005,Oxymorphone,1,406,86793
432,2011,PA,BEAVER,42,7,42007,Heroin,104,575,86793
433,2011,PA,BEAVER,42,7,42007,Tramadol,1,575,86793
434,2011,PA,BERKS,42,11,42011,Heroin,243,2369,86793
435,2011,PA,BERKS,42,11,42011,Oxycodone,41,2369,86793
436,2011,PA,BLAIR,42,13,42013,Heroin,50,607,86793
437,2011,PA,BLAIR,42,13,42013,Methadone,5,607,86793
438,2011,PA,BRADFORD,42,15,42015,Buprenorphine,2,170,86793
439,2011,PA,BRADFORD,42,15,42015,Hydrocodone,10,170,86793
440,2011,PA,BRADFORD,42,15,42015,Tramadol,1,170,86793
453,2011,PA,ALLEGHENY,42,3,42003,Codeine,8,8004,86793
454,2011,PA,ARMSTRONG,42,5,42005,Buprenorphine,16,406,86793
455,2011,PA,BEAVER,42,7,42007,Buprenorphine,10,575,86793
456,2011,PA,BEDFORD,42,9,42009,Heroin,28,158,86793
457,2011,PA,BERKS,42,11,42011,Oxymorphone,1,2369,86793
458,2011,PA,BLAIR,42,13,42013,Buprenorphine,10,607,86793
472,2011,PA,ADAMS,42,1,42001,Methadone,3,297,86793
473,2011,PA,ARMSTRONG,42,5,42005,Morphine,1,406,86793
474,2011,PA,BEDFORD,42,9,42009,Oxycodone,6,158,86793
475,2011,PA,BERKS,42,11,42011,Morphine,3,2369,86793
476,2011,PA,BLAIR,42,13,42013,Codeine,1,607,86793
477,2011,PA,BUCKS,42,17,42017,Hydromorphone,4,6735,86793
481,2011,PA,ADAMS,42,1,42001,Buprenorphine,2,297,86793
482,2011,PA,ADAMS,42,1,42001,Codeine,1,297,86793
483,2011,PA,ADAMS,42,1,42001,Hydrocodone,5,297,86793
484,2011,PA,ALLEGHENY,42,3,42003,Fentanyl,2,8004,86793
485,2011,PA,ALLEGHENY,42,3,42003,Tramadol,10,8004,86793
486,2011,PA,ARMSTRONG,42,5,42005,Heroin,86,406,86793
487,2011,PA,BEAVER,42,7,42007,Oxycodone,11,575,86793
488,2011,PA,BEAVER,42,7,42007,Oxymorphone,2,575,86793
489,2011,PA,BERKS,42,11,42011,Tramadol,1,2369,86793
490,2011,PA,BLAIR,42,13,42013,Oxycodone,33,607,86793
491,2011,PA,BLAIR,42,13,42013,Oxymorphone,6,607,86793
492,2011,PA,BUCKS,42,17,42017,Oxycodone,520,6735,86793
493,2011,PA,BUCKS,42,17,42017,Oxymorphone,4,6735,86793
494,2011,PA,BUTLER,42,19,42019,Hydrocodone,3,403,86793
495,2011,PA,CAMBRIA,42,21,42021,Morphine,3,655,86793
496,2011,PA,CENTRE,42,27,42027,Fentanyl,1,848,86793
497,2011,PA,CENTRE,42,27,42027,Hydrocodone,11,848,86793
498,2011,PA,CENTRE,42,27,42027,Propoxyphene,1,848,86793
499,2011,PA,CLINTON,42,35,42035,Hydrocodone,3,111,86793
503,2011,PA,ADAMS,42,1,42001,Heroin,20,297,86793
504,2011,PA,ADAMS,42,1,42001,Propoxyphene,2,297,86793
